SMILES,aff_p0,aff_site,d_key,d_p0,bridge,composite
CCCCCc1nc(C)cc(NCC2(C)CCCC2)n1,-6.857,-5.394,12.530989825229293,3.1603249832889024,0.0060647201362908,0.07660882981789063
CCc1nn(C(C)(C)C)nc1C=O,-5.745,-4.42,12.5362552622384,3.011846111606634,0.0061272481369344,0.07660741679951862
O=C1NCC(CN2C(=O)c3ccccc3C2=O)O1,-6.19,-5.46,12.575264410739043,2.837284793601094,0.0060602110107351,0.076606913046184
COc1ccc(C(N)C(C)(C)C)cc1C(C)C,-6.316,-4.584,12.543332412082524,2.981169736865044,0.00611571971399,0.07660195803287177
COc1ccc(Oc2cc(N(C)Cc3cccnc3)ncn2)cc1,-6.875,-5.487,8.16417674967905,8.99529538147581,0.0060567560247206,0.07659593568609623
COC(=O)c1ccoc1CSc1ncc(C)cn1,-6.121,-5.247,12.540471243139152,3.085375503889275,0.0060718892594853,0.07659483208397576
CC1(C)CC1n1nnnc1C1CCNCC1,-5.507,6.827,12.319328593718083,3.113286687730508,0.0069538554005024,0.07658074968926709
CNC(=O)c1c(C(=O)OC)c(=O)[nH]c2cc(Cl)cc(N)c12,-6.306,-5.465,12.556216388705636,3.01541108308635,0.0060494653746498,0.07654097586866601
CCCc1cnc(N)nc1Sc1ncccc1Cl,-5.812,-4.509,12.5227801226405,3.138286475132568,0.0061090293665474,0.07652959346190999
CC1c2ccccc2CN1C(=O)c1cccc(F)c1,-7.828,-5.696,12.556862745128658,3.042649174650275,0.0060329140062632,0.07652889913168243
ClCc1nc(Cl)ccc1Oc1ccccc1,-6.529,-5.247,12.533627248326798,3.1507276937241016,0.0060604370593728,0.0765225651741256
Cc1cncc(-c2nc3c(-c4ccccc4)cccc3[nH]2)n1,-7.503,-6.562,12.58209795701814,2.9669145589315518,0.0059762108538623,0.07651331308741002
O=C(NCCC1CCCCC1)c1cnn2ccnc(Cl)c12,-6.633,-5.027,12.534799878737594,3.125288626671144,0.0060708574759276,0.07649955118370282
Cc1cc(C)n(CCCCC(=O)NC(C)c2nnc3ccccn23)n1,-7.545,-5.068,8.363482169527236,8.79429616285465,0.0060668362092062,0.07649075712368995
CCCOc1ccc(-c2n[nH]c(=S)o2)cc1OC,-6.338,-4.906,12.535109971595782,3.113231440159886,0.0060765967187945,0.07648681097533641
O=C(O)CC1(N(I)c2ccccc2)CCCCC1,-5.959,-4.743,12.522894753211016,3.1796872487714887,0.0060837316576979,0.07646575091676967
O=S(=O)(O)OCC1CC2CCC1C2,-5.346,-4.321,12.5583064542955,2.872167474225693,0.0061096575137634,0.076457134089915
Cc1ccnc(NCc2c(F)cccc2Cl)c1,-6.766,-5.264,12.536265552388398,3.1556752050868613,0.0060475226663246,0.0764478316622312
Nc1ncnc2c1[nH]c(=O)n2C1OC(CO)C(O)C1O,-6.17,-5.691,12.599237675351633,2.7146935370313896,0.0060178223153307,0.07643111554727386
O=C(c1ccc(S(=O)(=O)C(F)F)cc1)C1CC1,-6.608,-5.793,12.558156990577878,3.0749473166218637,0.0060108212858179,0.076427467585383
Cc1cncc(OC(=O)c2ccoc2)n1,-6.005,-4.865,12.526475841193324,3.182693513362542,0.0060682914895063,0.0764179611722767
O=C1CCC2C3CC(CC13)C2c1ccccc1O,-6.48,-5.399,12.514309968991498,3.306586911000526,0.0060335108223202,0.076413467986251
CCc1nc(C)cc(NCc2ncn[nH]2)n1,-6.95,-5.554,12.569269310504888,2.9707966944912263,0.0060224395764573,0.07640551138168444
O=C(O)CCC1CCN(C(=O)c2cccc(Br)c2)C1,-7.114,-5.467,8.417137161767057,8.752559454239655,0.0060226131550223,0.07637171525271201
